GEO.id,GEO.id2,GEO.display-label,HD01_S01,HD02_S01,HD01_S02,HD02_S02,HD01_S03,HD02_S03,HD01_S04,HD02_S04,HD01_S05,HD02_S05,HD01_S06,HD02_S06,HD01_S07,HD02_S07,HD01_S08,HD02_S08,HD01_S09,HD02_S09,HD01_S10,HD02_S10,HD01_S11,HD02_S11,HD01_S12,HD02_S12,HD01_S13,HD02_S13,HD01_S14,HD02_S14,HD01_S15,HD02_S15,HD01_S16,HD02_S16,HD01_S17,HD02_S17,HD01_S18,HD02_S18,HD01_S19,HD02_S19,HD01_S20,HD02_S20,HD01_S21,HD02_S21,HD01_S22,HD02_S22,HD01_S23,HD02_S23,HD01_S24,HD02_S24,HD01_S25,HD02_S25
1000000US370810115002017,370810115002017,"Block 2017, Block Group 2, Census Tract 115, Guilford County, North Carolina",54,100.0,31,57.4,7,13.0,28,51.9,7,13.0,25,46.3,0,0.0,22,40.7,0,0.0,1,1.9,0,0.0,1,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810115002018,370810115002018,"Block 2018, Block Group 2, Census Tract 115, Guilford County, North Carolina",45,100.0,7,15.6,0,0.0,6,13.3,0,0.0,31,68.9,0,0.0,30,66.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.4,0,0.0,2,4.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,13.3,6,13.3,6,13.3,6,13.3
1000000US370810115002019,370810115002019,"Block 2019, Block Group 2, Census Tract 115, Guilford County, North Carolina",44,100.0,31,70.5,6,13.6,31,70.5,6,13.6,3,6.8,0,0.0,3,6.8,0,0.0,1,2.3,0,0.0,1,2.3,0,0.0,9,20.5,0,0.0,9,20.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810115002020,370810115002020,"Block 2020, Block Group 2, Census Tract 115, Guilford County, North Carolina",42,100.0,11,26.2,0,0.0,11,26.2,0,0.0,30,71.4,0,0.0,30,71.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.4,1,2.4,1,2.4,1,2.4
1000000US370810115002021,370810115002021,"Block 2021, Block Group 2, Census Tract 115, Guilford County, North Carolina",44,100.0,9,20.5,0,0.0,9,20.5,0,0.0,32,72.7,0,0.0,32,72.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,6.8,0,0.0,3,6.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810115002022,370810115002022,"Block 2022, Block Group 2, Census Tract 115, Guilford County, North Carolina",36,100.0,19,52.8,0,0.0,19,52.8,0,0.0,10,27.8,0,0.0,10,27.8,0,0.0,1,2.8,1,2.8,1,2.8,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,16.7,6,16.7,6,16.7,6,16.7
1000000US370810115002023,370810115002023,"Block 2023, Block Group 2, Census Tract 115, Guilford County, North Carolina",47,100.0,23,48.9,0,0.0,22,46.8,0,0.0,22,46.8,0,0.0,21,44.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,6.4,0,0.0,3,6.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810115002024,370810115002024,"Block 2024, Block Group 2, Census Tract 115, Guilford County, North Carolina",36,100.0,18,50.0,13,36.1,16,44.4,13,36.1,18,50.0,0,0.0,17,47.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.8,1,2.8,1,2.8,1,2.8
1000000US370810115002025,370810115002025,"Block 2025, Block Group 2, Census Tract 115, Guilford County, North Carolina",42,100.0,13,31.0,0,0.0,13,31.0,0,0.0,21,50.0,0,0.0,21,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,19.0,8,19.0,8,19.0,8,19.0
1000000US370810115002026,370810115002026,"Block 2026, Block Group 2, Census Tract 115, Guilford County, North Carolina",30,100.0,3,10.0,0,0.0,3,10.0,0,0.0,13,43.3,0,0.0,13,43.3,0,0.0,4,13.3,4,13.3,4,13.3,4,13.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,33.3,10,33.3,10,33.3,10,33.3
1000000US370810115002027,370810115002027,"Block 2027, Block Group 2, Census Tract 115, Guilford County, North Carolina",25,100.0,7,28.0,0,0.0,5,20.0,0,0.0,7,28.0,2,8.0,7,28.0,2,8.0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,44.0,11,44.0,11,44.0,11,44.0
1000000US370810115002028,370810115002028,"Block 2028, Block Group 2, Census Tract 115, Guilford County, North Carolina",40,100.0,15,37.5,4,10.0,15,37.5,4,10.0,25,62.5,0,0.0,24,60.0,0,0.0,1,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810115002029,370810115002029,"Block 2029, Block Group 2, Census Tract 115, Guilford County, North Carolina",34,100.0,14,41.2,0,0.0,13,38.2,0,0.0,20,58.8,0,0.0,20,58.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810115003000,370810115003000,"Block 3000, Block Group 3, Census Tract 115, Guilford County, North Carolina",69,100.0,29,42.0,5,7.2,29,42.0,5,7.2,37,53.6,0,0.0,33,47.8,0,0.0,2,2.9,0,0.0,1,1.4,0,0.0,4,5.8,0,0.0,1,1.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.4,1,1.4,1,1.4,1,1.4
1000000US370810115003001,370810115003001,"Block 3001, Block Group 3, Census Tract 115, Guilford County, North Carolina",41,100.0,13,31.7,0,0.0,13,31.7,0,0.0,28,68.3,0,0.0,28,68.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810115003002,370810115003002,"Block 3002, Block Group 3, Census Tract 115, Guilford County, North Carolina",21,100.0,8,38.1,0,0.0,8,38.1,0,0.0,12,57.1,0,0.0,11,52.4,0,0.0,1,4.8,0,0.0,0,0.0,0,0.0,1,4.8,0,0.0,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810115003003,370810115003003,"Block 3003, Block Group 3, Census Tract 115, Guilford County, North Carolina",22,100.0,15,68.2,0,0.0,15,68.2,0,0.0,5,22.7,0,0.0,5,22.7,0,0.0,1,4.5,0,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.5,1,4.5,1,4.5,1,4.5
1000000US370810115003004,370810115003004,"Block 3004, Block Group 3, Census Tract 115, Guilford County, North Carolina",16,100.0,4,25.0,1,6.3,3,18.8,0,0.0,12,75.0,0,0.0,12,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.3,1,6.3,0,0.0,0,0.0
1000000US370810115003005,370810115003005,"Block 3005, Block Group 3, Census Tract 115, Guilford County, North Carolina",37,100.0,15,40.5,0,0.0,15,40.5,0,0.0,22,59.5,0,0.0,22,59.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810115003006,370810115003006,"Block 3006, Block Group 3, Census Tract 115, Guilford County, North Carolina",92,100.0,43,46.7,15,16.3,32,34.8,15,16.3,49,53.3,0,0.0,38,41.3,0,0.0,3,3.3,3,3.3,3,3.3,3,3.3,1,1.1,0,0.0,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,7.6,5,5.4,7,7.6,5,5.4
1000000US370810115003007,370810115003007,"Block 3007, Block Group 3, Census Tract 115, Guilford County, North Carolina",112,100.0,55,49.1,10,8.9,36,32.1,2,1.8,44,39.3,4,3.6,37,33.0,4,3.6,3,2.7,0,0.0,0,0.0,0,0.0,5,4.5,0,0.0,5,4.5,0,0.0,3,2.7,0,0.0,1,0.9,0,0.0,22,19.6,22,19.6,14,12.5,14,12.5
1000000US370810115003008,370810115003008,"Block 3008, Block Group 3, Census Tract 115, Guilford County, North Carolina",57,100.0,20,35.1,3,5.3,19,33.3,2,3.5,28,49.1,1,1.8,26,45.6,0,0.0,2,3.5,0,0.0,1,1.8,0,0.0,6,10.5,3,5.3,6,10.5,3,5.3,0,0.0,0,0.0,0,0.0,0,0.0,4,7.0,4,7.0,2,3.5,2,3.5
1000000US370810115003009,370810115003009,"Block 3009, Block Group 3, Census Tract 115, Guilford County, North Carolina",4,100.0,3,75.0,0,0.0,3,75.0,0,0.0,1,25.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810115003010,370810115003010,"Block 3010, Block Group 3, Census Tract 115, Guilford County, North Carolina",127,100.0,49,38.6,11,8.7,49,38.6,11,8.7,68,53.5,0,0.0,68,53.5,0,0.0,1,0.8,0,0.0,1,0.8,0,0.0,3,2.4,0,0.0,3,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,4.7,6,4.7,6,4.7,6,4.7
1000000US370810115003011,370810115003011,"Block 3011, Block Group 3, Census Tract 115, Guilford County, North Carolina",73,100.0,22,30.1,0,0.0,22,30.1,0,0.0,34,46.6,0,0.0,34,46.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,9.6,0,0.0,7,9.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,13.7,10,13.7,10,13.7,10,13.7
1000000US370810115003012,370810115003012,"Block 3012, Block Group 3, Census Tract 115, Guilford County, North Carolina",38,100.0,8,21.1,0,0.0,8,21.1,0,0.0,27,71.1,0,0.0,27,71.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,7.9,3,7.9,3,7.9,3,7.9
1000000US370810116011000,370810116011000,"Block 1000, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810116011001,370810116011001,"Block 1001, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810116011002,370810116011002,"Block 1002, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810116011003,370810116011003,"Block 1003, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011004,370810116011004,"Block 1004, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",3,100.0,3,100.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011005,370810116011005,"Block 1005, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",11,100.0,8,72.7,0,0.0,7,63.6,0,0.0,2,18.2,0,0.0,2,18.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,18.2,0,0.0,1,9.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011006,370810116011006,"Block 1006, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",236,100.0,83,35.2,3,1.3,77,32.6,3,1.3,134,56.8,0,0.0,126,53.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,11.9,0,0.0,24,10.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4,1,0.4,1,0.4,1,0.4
1000000US370810116011007,370810116011007,"Block 1007, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",42,100.0,24,57.1,2,4.8,21,50.0,2,4.8,20,47.6,0,0.0,17,40.5,0,0.0,1,2.4,0,0.0,1,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011008,370810116011008,"Block 1008, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",37,100.0,13,35.1,0,0.0,13,35.1,0,0.0,14,37.8,0,0.0,14,37.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,27.0,0,0.0,9,24.3,0,0.0,1,2.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011009,370810116011009,"Block 1009, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810116011010,370810116011010,"Block 1010, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",23,100.0,7,30.4,0,0.0,7,30.4,0,0.0,16,69.6,0,0.0,16,69.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011011,370810116011011,"Block 1011, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",53,100.0,31,58.5,1,1.9,30,56.6,1,1.9,21,39.6,0,0.0,19,35.8,0,0.0,1,1.9,0,0.0,0,0.0,0,0.0,3,5.7,0,0.0,1,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011012,370810116011012,"Block 1012, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",26,100.0,21,80.8,8,30.8,21,80.8,8,30.8,5,19.2,0,0.0,5,19.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011013,370810116011013,"Block 1013, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",19,100.0,13,68.4,0,0.0,13,68.4,0,0.0,5,26.3,0,0.0,5,26.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.3,0,0.0,1,5.3,0,0.0
1000000US370810116011014,370810116011014,"Block 1014, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",28,100.0,17,60.7,4,14.3,17,60.7,4,14.3,10,35.7,0,0.0,10,35.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.6,1,3.6,1,3.6,1,3.6
1000000US370810116011015,370810116011015,"Block 1015, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",26,100.0,15,57.7,1,3.8,15,57.7,1,3.8,9,34.6,0,0.0,7,26.9,0,0.0,3,11.5,0,0.0,2,7.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011016,370810116011016,"Block 1016, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",22,100.0,17,77.3,6,27.3,17,77.3,6,27.3,5,22.7,0,0.0,5,22.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011017,370810116011017,"Block 1017, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",26,100.0,14,53.8,0,0.0,12,46.2,0,0.0,13,50.0,0,0.0,11,42.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.8,0,0.0,1,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011018,370810116011018,"Block 1018, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",62,100.0,27,43.5,1,1.6,24,38.7,0,0.0,31,50.0,1,1.6,30,48.4,0,0.0,3,4.8,0,0.0,1,1.6,0,0.0,4,6.5,0,0.0,4,6.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011019,370810116011019,"Block 1019, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",38,100.0,20,52.6,0,0.0,20,52.6,0,0.0,16,42.1,0,0.0,16,42.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.3,2,5.3,2,5.3,2,5.3
1000000US370810116011020,370810116011020,"Block 1020, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",32,100.0,15,46.9,0,0.0,15,46.9,0,0.0,9,28.1,0,0.0,9,28.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,15.6,0,0.0,5,15.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,9.4,3,9.4,3,9.4,3,9.4
1000000US370810116011021,370810116011021,"Block 1021, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",16,100.0,11,68.8,0,0.0,11,68.8,0,0.0,5,31.3,0,0.0,2,12.5,0,0.0,3,18.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011022,370810116011022,"Block 1022, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",29,100.0,22,75.9,0,0.0,21,72.4,0,0.0,6,20.7,0,0.0,6,20.7,0,0.0,1,3.4,0,0.0,1,3.4,0,0.0,1,3.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011023,370810116011023,"Block 1023, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",42,100.0,20,47.6,2,4.8,16,38.1,2,4.8,18,42.9,0,0.0,14,33.3,0,0.0,1,2.4,1,2.4,1,2.4,1,2.4,0,0.0,0,0.0,0,0.0,0,0.0,4,9.5,0,0.0,0,0.0,0,0.0,11,26.2,7,16.7,7,16.7,7,16.7
1000000US370810116011024,370810116011024,"Block 1024, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",31,100.0,13,41.9,0,0.0,11,35.5,0,0.0,12,38.7,0,0.0,10,32.3,0,0.0,10,32.3,0,0.0,6,19.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011025,370810116011025,"Block 1025, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",10,100.0,9,90.0,0,0.0,8,80.0,0,0.0,2,20.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116011026,370810116011026,"Block 1026, Block Group 1, Census Tract 116.01, Guilford County, North Carolina",38,100.0,23,60.5,10,26.3,21,55.3,10,26.3,6,15.8,0,0.0,4,10.5,0,0.0,5,13.2,0,0.0,2,5.3,0,0.0,1,2.6,0,0.0,1,2.6,0,0.0,1,2.6,0,0.0,0,0.0,0,0.0,9,23.7,7,18.4,7,18.4,7,18.4
1000000US370810116012000,370810116012000,"Block 2000, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",45,100.0,25,55.6,0,0.0,25,55.6,0,0.0,14,31.1,1,2.2,14,31.1,1,2.2,0,0.0,0,0.0,0,0.0,0,0.0,6,13.3,1,2.2,6,13.3,1,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116012001,370810116012001,"Block 2001, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",43,100.0,22,51.2,1,2.3,22,51.2,1,2.3,16,37.2,0,0.0,16,37.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,11.6,5,11.6,5,11.6,5,11.6
1000000US370810116012002,370810116012002,"Block 2002, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810116012003,370810116012003,"Block 2003, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",178,100.0,72,40.4,5,2.8,66,37.1,1,0.6,79,44.4,4,2.2,74,41.6,0,0.0,7,3.9,0,0.0,6,3.4,0,0.0,8,4.5,0,0.0,8,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,10.7,19,10.7,17,9.6,17,9.6
1000000US370810116012004,370810116012004,"Block 2004, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1000000US370810116012005,370810116012005,"Block 2005, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",28,100.0,16,57.1,0,0.0,16,57.1,0,0.0,12,42.9,0,0.0,12,42.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116012006,370810116012006,"Block 2006, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",62,100.0,23,37.1,0,0.0,23,37.1,0,0.0,15,24.2,0,0.0,15,24.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,6.5,0,0.0,4,6.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,32.3,20,32.3,20,32.3,20,32.3
1000000US370810116012007,370810116012007,"Block 2007, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",10,100.0,2,20.0,0,0.0,2,20.0,0,0.0,5,50.0,0,0.0,5,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,30.0,3,30.0,3,30.0,3,30.0
1000000US370810116012008,370810116012008,"Block 2008, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",20,100.0,6,30.0,0,0.0,6,30.0,0,0.0,11,55.0,0,0.0,11,55.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.0,2,10.0,3,15.0,2,10.0
1000000US370810116012009,370810116012009,"Block 2009, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",42,100.0,19,45.2,2,4.8,18,42.9,1,2.4,12,28.6,0,0.0,12,28.6,0,0.0,1,2.4,1,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,28.6,12,28.6,11,26.2,11,26.2
1000000US370810116012010,370810116012010,"Block 2010, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",55,100.0,27,49.1,0,0.0,25,45.5,0,0.0,16,29.1,0,0.0,16,29.1,0,0.0,2,3.6,0,0.0,2,3.6,0,0.0,5,9.1,0,0.0,3,5.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,12.7,7,12.7,7,12.7,7,12.7
1000000US370810116012011,370810116012011,"Block 2011, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",38,100.0,21,55.3,5,13.2,20,52.6,5,13.2,11,28.9,0,0.0,11,28.9,0,0.0,1,2.6,0,0.0,0,0.0,0,0.0,6,15.8,0,0.0,6,15.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116012012,370810116012012,"Block 2012, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",11,100.0,4,36.4,0,0.0,4,36.4,0,0.0,7,63.6,0,0.0,7,63.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1000000US370810116012013,370810116012013,"Block 2013, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",46,100.0,16,34.8,0,0.0,15,32.6,0,0.0,11,23.9,0,0.0,10,21.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,43.5,20,43.5,20,43.5,20,43.5
1000000US370810116012014,370810116012014,"Block 2014, Block Group 2, Census Tract 116.01, Guilford County, North Carolina",36,100.0,10,27.8,1,2.8,9,25.0,1,2.8,27,75.0,0,0.0,26,72.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
